2026-04-30 20:30:39 | INFO     | ieee_cis.feature_engineer | ==================================================
2026-04-30 20:32:25 | INFO     | ieee_cis.feature_engineer |   Created: FE_device_is_mobile
2026-04-30 20:32:25 | INFO     | ieee_cis.feature_engineer | FE: Card aggregations
2026-04-30 20:32:25 | INFO     | ieee_cis.feature_engineer |   [TEST] Applied 6 aggregation maps
2026-04-30 20:32:26 | INFO     | ieee_cis.feature_engineer | FE: Frequency encoding
2026-04-30 20:32:26 | INFO     | ieee_cis.feature_engineer |   [TEST] Applied 9 frequency maps
2026-04-30 20:32:26 | INFO     | ieee_cis.feature_engineer | FE: card1_addr1 count — [TEST] Applied
2026-04-30 20:32:26 | INFO     | ieee_cis.feature_engineer | FE: Cleaned temp columns: ['_TransactionDT_days']
2026-04-30 20:32:26 | INFO     | ieee_cis.feature_engineer | Total FE features applied : 46
2026-04-30 20:32:26 | INFO     | ieee_cis.feature_engineer | Output shape              : (506691, 481)
2026-04-30 20:32:26 | INFO     | ieee_cis.feature_engineer | FEATURE ENGINEERING TEST/VAL COMPLETE
2026-04-30 20:32:26 | INFO     | ieee_cis.feature_engineer | ==================================================
