2026-05-06 20:39:28 | INFO     | ieee_cis.preprocessor | ==================================================
2026-05-06 20:40:27 | INFO     | ieee_cis.preprocessor | Encoded M columns: T=1, F=0, NaN=-1 | M4 ordinal: M0=0, M1=1, M2=2
2026-05-06 20:40:27 | INFO     | ieee_cis.preprocessor | [TEST] Applied card1 group imputation to 14 D columns
2026-05-06 20:40:27 | INFO     | ieee_cis.preprocessor | [TEST] Applied median imputation to 370 numerical columns
2026-05-06 20:40:27 | INFO     | ieee_cis.preprocessor | [TEST] Applied mode imputation to 20 categorical columns
2026-05-06 20:40:27 | INFO     | ieee_cis.preprocessor | [TEST] Added 24 missing columns with placeholder: ['ProductCD', 'card4', 'card6', 'P_emaildomain', 'R_emaildomain', 'id_12', 'id_15', 'id_16', 'id_28', 'id_29', 'id_30', 'id_31', 'id_33', 'id_34', 'id_35', 'id_36', 'id_37', 'id_38', 'DeviceType', 'DeviceInfo', 'card1_addr1', 'card_full', 'FE_uid', 'FE_uid_ext']
2026-05-06 20:40:27 | INFO     | ieee_cis.preprocessor | [TEST] OrdinalEncoder applied to 24 columns
2026-05-06 20:40:27 | INFO     | ieee_cis.preprocessor | Output shape: (1, 50)
2026-05-06 20:40:27 | INFO     | ieee_cis.preprocessor | PREPROCESSING TEST/VAL COMPLETE
2026-05-06 20:40:27 | INFO     | ieee_cis.preprocessor | ==================================================
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | ==================================================
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | PREPROCESSING — TEST/VAL
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | Input shape: (1, 11)
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | [TEST] Dropped 0 high-missing columns
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   Columns: []
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | Dropped 0 redundant columns: []
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: dist1 not found in test — dist1_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D1 not found in test — D1_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D2 not found in test — D2_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D3 not found in test — D3_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D4 not found in test — D4_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D5 not found in test — D5_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D6 not found in test — D6_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D8 not found in test — D8_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D9 not found in test — D9_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D10 not found in test — D10_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D11 not found in test — D11_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D12 not found in test — D12_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D13 not found in test — D13_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D14 not found in test — D14_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor |   WARNING: D15 not found in test — D15_isnan filled with 0
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | [TEST] Applied 15 NaN flag columns from train
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | Encoded M columns: T=1, F=0, NaN=-1 | M4 ordinal: M0=0, M1=1, M2=2
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | [TEST] Applied card1 group imputation to 14 D columns
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | [TEST] Applied median imputation to 370 numerical columns
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | [TEST] Applied mode imputation to 20 categorical columns
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | [TEST] Added 24 missing columns with placeholder: ['ProductCD', 'card4', 'card6', 'P_emaildomain', 'R_emaildomain', 'id_12', 'id_15', 'id_16', 'id_28', 'id_29', 'id_30', 'id_31', 'id_33', 'id_34', 'id_35', 'id_36', 'id_37', 'id_38', 'DeviceType', 'DeviceInfo', 'card1_addr1', 'card_full', 'FE_uid', 'FE_uid_ext']
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | [TEST] OrdinalEncoder applied to 24 columns
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | Output shape: (1, 50)
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | PREPROCESSING TEST/VAL COMPLETE
2026-05-06 20:41:06 | INFO     | ieee_cis.preprocessor | ==================================================
