2026-05-01 15:17:18 | INFO     | home_credit.preprocessor | ==================================================
2026-05-01 15:17:20 | INFO     | home_credit.preprocessor | ==================================================
2026-05-01 20:36:51 | INFO     | home_credit.preprocessor | ==================================================
2026-05-01 20:36:51 | INFO     | home_credit.preprocessor | PREPROCESSING TRAIN DATA
2026-05-01 20:36:51 | INFO     | home_credit.preprocessor | Input shape: (246008, 122)
2026-05-01 20:36:51 | INFO     | home_credit.preprocessor | [TRAIN] Dropped 13 columns with >67% missing
2026-05-01 20:36:51 | INFO     | home_credit.preprocessor |   Sample: ['COMMONAREA_AVG', 'FLOORSMIN_AVG', 'LIVINGAPARTMENTS_AVG', 'NONLIVINGAPARTMENTS_AVG', 'COMMONAREA_MODE']...
2026-05-01 20:36:51 | INFO     | home_credit.preprocessor | [TRAIN] DAYS_EMPLOYED anomaly: 44,143 rows fixed → median=-1648
2026-05-01 20:36:51 | INFO     | home_credit.preprocessor | [TRAIN] Added 7 NaN flag columns: ['EXT_SOURCE_1_isnan', 'EXT_SOURCE_2_isnan', 'EXT_SOURCE_3_isnan', 'AMT_GOODS_PRICE_isnan', 'AMT_ANNUITY_isnan', 'OWN_CAR_AGE_isnan', 'DAYS_LAST_PHONE_CHANGE_isnan']
2026-05-01 20:36:51 | INFO     | home_credit.preprocessor | [TRAIN] Imputed 49 numerical columns with median
2026-05-01 20:36:51 | INFO     | home_credit.preprocessor | [TRAIN] Imputed 5 categorical columns with mode
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TRAIN] OrdinalEncoder fitted on 15 columns
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | Output shape: (246008, 117)
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | PREPROCESSING TRAIN COMPLETE
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | ==================================================
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | ==================================================
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | PREPROCESSING TEST DATA
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | Input shape: (61503, 122)
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TEST] Dropped 13 high-missing columns
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TEST] Applied DAYS_EMPLOYED anomaly fix
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TEST] Applied 7 NaN flag columns from train
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TEST] Applied numerical imputation to 49 columns
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TEST] Applied categorical imputation to 5 columns
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TEST] OrdinalEncoder applied to 15 columns
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | Output shape: (61503, 117)
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | PREPROCESSING TEST COMPLETE
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | ==================================================
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | ==================================================
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | PREPROCESSING TEST DATA
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | Input shape: (48744, 121)
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TEST] Dropped 13 high-missing columns
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TEST] Applied DAYS_EMPLOYED anomaly fix
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TEST] Applied 7 NaN flag columns from train
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TEST] Applied numerical imputation to 49 columns
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TEST] Applied categorical imputation to 5 columns
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | [TEST] OrdinalEncoder applied to 15 columns
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | Output shape: (48744, 116)
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | PREPROCESSING TEST COMPLETE
2026-05-01 20:36:52 | INFO     | home_credit.preprocessor | ==================================================
